,xCycleCode,xFamilyNum,xFaze,xAmper,xCounterBuldingNo,xRegionName_Roustaei,xRegionName_Shahri,xUsageGroupName_Keshavarzi,xUsageGroupName_Khanegi,xUsageGroupName_Omoomi,xUsageGroupName_Sanati,xUsageGroupName_Sayer,xBakhshCode_1,xBakhshCode_2,xBakhshCode_4,xTimeControlCode_1,xTimeControlCode_2,xTimeControlCode_3,xTariffOldCode_1010,xTariffOldCode_1011,xTariffOldCode_1110,xTariffOldCode_1111,xTariffOldCode_1990,xTariffOldCode_2110,xTariffOldCode_2210,xTariffOldCode_2310,xTariffOldCode_2410,xTariffOldCode_2510,xTariffOldCode_2610,xTariffOldCode_2710,xTariffOldCode_2990,xTariffOldCode_2992,xTariffOldCode_3110,xTariffOldCode_3210,xTariffOldCode_3310,xTariffOldCode_3410,xTariffOldCode_3520,xTariffOldCode_3540,xTariffOldCode_3740,xTariffOldCode_3991,xTariffOldCode_4410,xTariffOldCode_4610,xTariffOldCode_4990,xTariffOldCode_5110,xTariffOldCode_5990,days_difference,month,mediumDailyUsage,highDailyUsage,lowDailyUsage,xMeduimKw,xHighKw,xLowKw
2078756,16,1,1,25,291030237,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,5,2.7857142857142856,1.1428571428571428,2.1607142857142856,156,64,121
2173093,30,1,1,25,8538114863,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,118,6,1.2542372881355932,0.0,0.0,148,0,0
640472,44,1,1,25,886126586,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,12,2.7605633802816896,1.056338028169014,1.4366197183098592,196,75,102
1073130,42,1,1,25,81686371,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,10,7.0,0.0,0.0,371,0,0
4695712,34,1,1,15,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,11,0.6917293233082706,0.0,0.0,92,0,0
274062,13,1,1,25,8437582655,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,11.176470588235292,0.0,0.0,570,0,0
2479603,3,1,1,25,77289207,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4,4.033333333333333,0.0,0.0,242,0,0
4967248,8,1,1,25,6931497,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2,4.903225806451613,1.7096774193548387,3.7258064516129035,304,106,231
5429940,47,1,1,25,37442499,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,4,8.984848484848484,0.0,0.0,593,0,0
2995552,6,1,1,25,387061179,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,12,2.2,1.2,1.0923076923076922,143,78,71
2945912,11,1,1,25,78011404,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,7,4.339285714285714,0.0,0.0,243,0,0
4060700,26,1,1,15,291029733,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,9,1.8536585365853657,1.6585365853658536,1.3902439024390243,228,204,171
4886315,32,1,1,25,390029732,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4,0.0,0.0,0.0,0,0,0
907460,6,1,1,25,688357514,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,3.2045454545454546,1.2727272727272727,2.0,141,56,88
4968549,7,1,1,25,790098127,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,8,0.0,0.015873015873015872,0.0,0,1,0
3271773,28,1,1,15,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,12.184615384615386,0.0,0.0,792,0,0
296462,32,1,1,25,82016144,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,8,5.4035087719298245,0.0,0.0,308,0,0
4504480,27,1,1,25,80255004,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,9,7.913793103448277,0.0,0.0,459,0,0
1250955,42,1,1,25,62676463,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,6,2.016949152542373,1.2203389830508475,2.2881355932203387,119,72,135
598250,33,1,1,15,387061993,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,7,3.56957928802589,0.0,0.0,1103,0,0
630511,4,1,1,32,87295601,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,12,5.530612244897959,1.6938775510204085,2.2448979591836733,271,83,110
3635614,46,1,1,25,886152952,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,10,2.9038461538461537,1.2307692307692308,1.7884615384615383,151,64,93
1172371,30,1,1,25,987227341,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,3.5,1.5806451612903225,2.4032258064516134,217,98,149
624807,45,1,1,25,887193190,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,6,3.117647058823529,1.907563025210084,2.974789915966386,371,227,354
3120446,8,1,1,15,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,10,2.96,0.0,0.0,222,0,0
271616,9,1,1,25,36024503,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4,5.882352941176472,0.0,0.0,300,0,0
131031,40,1,1,25,990069356,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,4,2.1206896551724137,0.9655172413793104,1.0344827586206895,246,112,120
5063552,38,1,1,25,8336654982,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49,10,3.5306122448979598,0.0,0.0,173,0,0
5300986,35,1,1,25,1819513003192,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,9,0.4615384615384616,0.17307692307692307,0.25,24,9,13
3910660,19,1,1,25,388149883,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,7,0.0,0.0,0.0,0,0,0
103544,32,1,3,25,386005999,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,170,10,0.3,0.3352941176470588,0.8647058823529412,51,57,147
5526439,35,1,1,15,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,11.65,0.0,0.0,699,0,0
5503282,40,1,1,25,81545593,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2,4.666666666666667,0.0,0.0,266,0,0
4139144,34,1,1,15,23235175,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,12,4.111111111111111,0.0,0.0,259,0,0
2699344,3,1,3,25,30150064,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,1,0.7777777777777778,2.583333333333333,0.2777777777777778,28,93,10
4832747,15,1,1,25,78153212,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,9,6.064516129032258,0.0,0.0,376,0,0
4466060,45,1,1,25,78390814,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,11,6.618320610687023,0.0,0.0,867,0,0
2040668,13,1,1,25,388148377,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,4,3.5254237288135597,1.3389830508474576,2.3389830508474576,208,79,138
785821,22,1,1,25,87339687,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,9,1.4181818181818182,0.6363636363636364,0.9090909090909092,78,35,50
531442,29,1,1,25,1375980,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,9,0.9230769230769232,0.40384615384615385,0.75,48,21,39
5079367,17,1,1,25,80138939,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,51,1,4.705882352941177,0.0,0.0,240,0,0
1418232,32,1,3,25,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64,12,17.109375,0.0,0.0,1095,0,0
844697,16,1,1,25,887194246,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,7,2.25,1.1,2.05,135,66,123
875778,5,1,1,15,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,10.35,0.0,0.0,621,0,0
762992,7,1,1,15,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,5,7.686274509803924,0.0,0.0,392,0,0
1700607,39,1,1,25,2219520042439,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,11,0.425,0.225,0.1375,34,18,11
1384287,39,1,1,32,1219200273417,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63,3,0.0,0.0,0.0,0,0,0
5164886,13,1,1,25,1819512992697,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,5,2.0,0.9130434782608696,1.2260869565217392,230,105,141
728724,9,1,1,25,78152908,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,10,1.7678571428571428,0.0,0.0,99,0,0
4503468,8,1,1,25,987242534,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2,4.412698412698413,1.7301587301587302,2.4285714285714284,278,109,153
4158885,4,1,1,15,87396217,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,8,3.4655172413793105,2.0517241379310347,2.6206896551724137,201,119,152
318724,12,1,1,25,62725461,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2,3.9661016949152543,1.5254237288135593,3.3220338983050848,234,90,196
4073727,18,1,1,25,787163813,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,5,3.836065573770492,1.8032786885245904,2.360655737704918,234,110,144
2462568,1,1,1,25,36024161,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,8,4.770491803278688,0.0,0.0,291,0,0
585662,4,1,1,15,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,6,4.649122807017544,0.0,0.0,265,0,0
2142988,19,1,1,25,23235244,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,7.047619047619048,0.0,0.0,444,0,0
5153629,8,1,1,25,30088905,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,12,5.359375,2.3125,4.109375,343,148,263
1356032,45,1,1,25,82092732,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,8,7.517241379310344,0.0,0.0,436,0,0
1337183,26,1,1,15,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,12,12.23943661971831,0.0,0.0,869,0,0
17999,15,1,1,25,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67,3,8.044776119402988,0.0,0.0,539,0,0
873878,21,1,1,25,16489995,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,1,3.2342857142857144,0.0,0.0,566,0,0
199996,5,1,1,25,23024508,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,58,3,17.275862068965516,0.0,0.0,1002,0,0
4489533,17,1,1,25,990100104,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,9,1.0655737704918034,0.8360655737704918,1.0819672131147542,65,51,66
4969589,45,1,1,25,86258859,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,12,2.013157894736842,0.8421052631578947,1.0789473684210529,153,64,82
1503345,25,1,1,25,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,9,5.226415094339623,0.0,0.0,277,0,0
588100,11,1,1,15,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,9,10.254545454545452,0.0,0.0,564,0,0
2842425,9,1,3,25,1139430610801,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,4.016666666666667,1.2333333333333334,1.9333333333333331,241,74,116
3020644,2,1,1,25,13209099,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59,2,7.627118644067798,0.0,0.0,450,0,0
2020526,28,1,1,15,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,9,7.84,0.0,0.0,392,0,0
2729822,13,1,1,15,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,12.383333333333333,0.0,0.0,743,0,0
1649115,20,1,1,25,290024387,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,5,3.305084745762712,1.305084745762712,1.8644067796610169,195,77,110
2634728,26,1,1,15,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,6,11.508771929824562,0.0,0.0,656,0,0
979134,35,1,1,25,388123334,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,5,3.3220338983050848,1.3728813559322033,1.9322033898305084,196,81,114
662823,10,1,1,25,687123055,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,1.9365079365079363,0.6349206349206349,1.126984126984127,122,40,71
792158,30,1,1,15,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,11,0.41791044776119396,0.0,0.0,28,0,0
5470839,21,1,1,25,221922579400,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,4.461538461538462,1.9538461538461536,2.9692307692307693,290,127,193
4594823,6,1,1,25,1418176,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,179,10,0.6927374301675978,0.8324022346368715,0.4245810055865922,124,149,76
2738658,37,1,1,25,990071042,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,11,2.8421052631578947,1.5,2.171052631578948,216,114,165
2428166,25,1,1,15,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,0.0,0.0,0.0,0,0,0
1948931,5,1,1,15,22042567,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,12,2.647058823529412,0.0,0.0,180,0,0
823402,9,1,1,25,22621865,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,6,7.0163934426229515,0.0,0.0,428,0,0
3069899,14,1,1,25,2219220695505,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,11,1.4473684210526316,0.7105263157894737,1.236842105263158,110,54,94
1929604,8,1,1,25,2219220451271,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3,4.6034482758620685,1.8965517241379308,2.2758620689655173,267,110,132
4549909,14,1,1,25,990090753,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,5,11.333333333333336,3.7142857142857135,4.4603174603174605,714,234,281
2286934,4,1,1,25,22131013,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,6,8.049180327868852,0.0,0.0,491,0,0
378459,28,1,1,25,85066455,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,8,1.1228070175438596,0.7017543859649122,0.6140350877192983,64,40,35
2569508,14,1,1,25,388149123,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,9,1.05,0.7166666666666667,0.7,63,43,42
1274994,37,1,1,25,78443815,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,4,3.864406779661017,0.0,0.0,228,0,0
4391003,29,1,1,25,90156410,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,11,2.6567164179104483,1.2985074626865671,1.7462686567164178,178,87,117
5019261,30,1,1,25,885050017,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,4,5.571428571428571,2.3968253968253967,3.936507936507936,351,151,248
625429,30,1,1,25,687124389,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,4,2.245614035087719,0.7719298245614035,1.8596491228070176,128,44,106
4228609,34,1,1,25,2219220436488,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2,2.8035714285714284,1.1964285714285714,1.3392857142857142,157,67,75
4839133,20,1,1,25,3102905,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,7,4.857142857142857,0.0,0.0,272,0,0
3823265,4,1,1,32,79575064,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,1,8.355555555555558,0.0,0.0,376,0,0
4886171,17,1,1,25,688309018,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,5,3.7413793103448274,1.1724137931034482,3.2068965517241383,217,68,186
3364689,19,1,1,15,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,11,2.3943661971830985,0.0,0.0,170,0,0
778983,25,1,1,25,87338929,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,0.03571428571428571,0.0,0.03571428571428571,2,0,2
3535576,6,1,1,15,79405832,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,3.4038461538461537,0.0,0.0,177,0,0
1294383,23,1,1,25,80214103,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,11,3.7777777777777777,0.0,0.0,476,0,0
4877160,22,1,1,25,686087010,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,0.9473684210526316,0.03508771929824561,0.3157894736842105,54,2,18
1914695,41,1,1,25,2219320172451,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,3.0,1.3148148148148149,2.1666666666666665,162,71,117
3134916,24,1,1,15,16704830,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,5,7.483870967741934,0.0,0.0,464,0,0
235516,43,1,1,25,8437737989,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,10,7.245614035087719,0.0,0.0,413,0,0
2499047,6,1,1,25,221919193979,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,3.625,1.6875,2.9166666666666665,174,81,140
4360144,3,1,1,15,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,6,5.7627118644067785,0.0,0.0,340,0,0
1472165,11,1,1,25,989014532,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,7,3.7796610169491527,2.152542372881356,4.864406779661016,223,127,287
3428763,8,1,1,25,79777948,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,4,2.1,0.0,0.0,126,0,0
